Timestamp,Temperature (?C),Humidity (%),CO2 (ppm),PM2.5 (?g/m?),PM10 (?g/m?),TVOC (ppb),CO (ppm),Light Intensity (lux),Motion Detected,Occupancy Count,Ventilation Status
02-11-2024 04:50,26.69,42.96,585.07,13.02,28.83,441.94,2.79,808.95,1,11,Closed
02-11-2024 04:55,20.28,43.53,884.99,30.27,30.31,252.56,2.49,470.73,0,3,Open
02-11-2024 05:00,,49.84,560.05,42.05,16.58,459.3,1.62,348.8,1,32,Open
02-11-2024 05:05,23.51,30.68,749.4,22.79,22.41,,3.99,769.2,,16,Open
02-11-2024 05:10,22.04,52.22,695.75,30.94,14.06,465.48,3.1,788.4,0,38,Closed
02-11-2024 05:15,19.47,49.49,694.05,60.35,76.41,256.3,3.14,967.56,1,39,Open
02-11-2024 05:20,24.72,42.73,802.24,12.49,55.69,244.69,0.99,838.6,0,8,Closed
02-11-2024 05:25,26.18,56.72,,55.69,43.2,384.29,2.84,548.67,0,1,Open
02-11-2024 05:30,22.61,31.13,927.58,59.64,70.67,477.53,0.37,265.89,1,36,Closed
02-11-2024 05:35,22.46,43.64,630.56,30.33,91.05,269.62,3.17,860.21,1,45,Open
02-11-2024 05:40,25.55,37,823.67,59.73,11,443.75,2.81,174.74,1,27,Open
02-11-2024 05:45,23,56.69,,10.2,88.26,391.06,2.21,738.11,1,31,Open
02-11-2024 05:50,25.86,39.69,756.23,19.51,25.85,111.37,0.38,423.88,0,10,Closed
02-11-2024 05:55,18.54,49.15,689.32,15.79,36.26,180.7,1.52,777.63,1,6,Closed
02-11-2024 06:00,26.58,36.19,581.17,57.33,71.29,282.3,3.96,128.43,1,24,Open
02-11-2024 06:05,20.62,41.32,759.95,27.67,20.63,129.5,4.21,717.87,0,48,Open
02-11-2024 06:10,,60.79,588.13,63.78,55.9,168.42,1.62,775.09,0,20,Open
02-11-2024 06:15,18.32,48.67,690.77,8.26,15.32,384.99,0.21,879.66,1,7,Open
02-11-2024 06:20,26.34,69.99,908.79,15.25,44,428.43,4.23,655.63,0,38,Open
02-11-2024 06:25,18.6,36.76,799.19,12.47,44.06,55.5,1.86,957.42,1,42,Open
02-11-2024 06:30,27.54,40.88,991.19,74.25,99.87,297.8,4.56,611.28,1,14,Open
02-11-2024 06:35,23.65,63.38,428.91,67.89,44.97,287.53,1.9,194.95,0,0,Closed
02-11-2024 06:40,24.99,33.86,894.53,34.39,95.77,97.49,0.97,516.55,1,33,Closed
02-11-2024 06:45,25.25,45.04,773.6,65.76,75.43,312.7,0.41,165.79,1,23,Closed
02-11-2024 06:50,20.93,39.31,511.55,47.49,75.14,147.54,0.26,436.62,0,,Closed
02-11-2024 06:55,26.06,56.41,576.53,61.75,44.37,311.85,1.12,214.15,1,49,Open
02-11-2024 07:00,27.46,58.44,554.91,28.46,25.42,436.45,2.7,394.62,0,21,Open
02-11-2024 07:05,21.7,56.09,,24.91,95.59,417.9,1.32,784.07,1,27,Open
02-11-2024 07:10,26.35,40.9,910.74,55.77,56.79,250.66,0.19,446.04,0,15,Open
02-11-2024 07:15,25.72,34.42,500.12,39.64,13.82,276.53,2.24,465.66,1,20,Open
02-11-2024 07:20,23.9,37.78,638.4,64.41,58.46,175.31,0.62,754.1,1,17,Closed
02-11-2024 07:25,21.68,54.04,926.26,35.34,48.87,216.83,0.57,612.48,0,30,Open
02-11-2024 07:30,22.15,62.3,692.85,72.04,78.89,238.16,2.55,453.07,0,37,Open
02-11-2024 07:35,21.08,35.41,407.46,13.67,88,,0.14,271.16,1,36,Closed
02-11-2024 07:40,22.26,44.26,967.75,8.6,81.69,429.21,1,928.13,1,41,Open
02-11-2024 07:45,27.9,40.27,,62.33,28.2,455.31,,384.04,0,37,Closed
02-11-2024 07:50,21.63,37.13,634.32,27.12,56.53,260.44,2.87,779.01,0,7,Closed
02-11-2024 07:55,,49.89,848.97,13.24,32.09,433.92,4.38,499.55,0,37,Closed
02-11-2024 08:00,21.2,47.03,951.82,56.04,39.13,107.1,4.11,744.61,1,23,Open
02-11-2024 08:05,22.67,56.77,940.75,43.27,49.15,301.89,1.44,591.97,0,45,Closed
02-11-2024 08:10,18.84,49.97,427.14,38.99,57.08,204.24,0.12,666.32,0,39,Closed
02-11-2024 08:15,25.63,67.13,860.22,26.48,71.68,198.65,2.1,449.18,0,17,Open
02-11-2024 08:20,24.61,64.1,930.81,18.81,90.29,485.38,4.59,625.26,0,7,Open
02-11-2024 08:25,21.47,42.35,552.6,19.53,,160.27,2.95,470.36,0,40,Open
02-11-2024 08:30,23.25,56.02,412.54,48.35,99.45,193.43,3.81,639.44,1,14,Open
02-11-2024 08:35,26.72,56,904.4,62.36,91.79,407.12,4.83,102.05,1,47,Closed
02-11-2024 08:40,18.44,54.12,430.26,24.37,82,213.47,4.68,411.24,1,6,Closed
02-11-2024 08:45,27.3,53.75,572.02,30.12,29,429.47,0.61,,1,19,Open
02-11-2024 08:50,22.71,33.51,760.65,30.48,36.1,120.95,3.52,910.77,0,48,Closed
02-11-2024 08:55,26.6,66.94,713.91,34.64,67.86,218.66,2.97,415.26,1,7,Open
02-11-2024 09:00,26.61,52.73,680.01,47.46,50.46,121.84,4.4,910.33,0,36,Closed
02-11-2024 09:05,18.59,46.4,687.21,40.96,13.4,105.05,2.61,314.69,0,5,Open
02-11-2024 09:10,25.82,62.6,745.58,,73.95,218.71,3.84,983.94,0,18,Closed
02-11-2024 09:15,25.33,40.09,450.11,32.97,51.52,145.39,1.69,220.31,0,29,Open
02-11-2024 09:20,18.43,31.84,786.18,36.8,12.24,255.02,2.32,210.77,1,10,Open
02-11-2024 09:25,27.41,42.88,830.64,74.45,33.92,456.41,2.55,439.08,0,44,Open
02-11-2024 09:30,24.35,53.63,517.1,43.25,85.16,314.28,3.93,248.93,0,13,Closed
02-11-2024 09:35,19.68,66.86,596.16,52.54,97.22,451.54,1,873.7,0,47,Closed
02-11-2024 09:40,19.23,59.81,720.85,51.64,71.61,313.8,4.58,703.36,1,42,Open
02-11-2024 09:45,23.62,44.35,409.16,9.64,31.31,418.95,4.54,378.94,0,15,Open
02-11-2024 09:50,18.59,61.77,702.26,49.75,69.44,228.81,3.9,345.87,0,22,Open
02-11-2024 09:55,19.64,67.58,532.85,41.02,15.64,449.95,3.37,871.52,0,6,Closed
02-11-2024 10:00,27.48,46.69,974.79,61.02,79.72,389.92,0.84,261.98,1,21,Open
02-11-2024 10:05,25.45,69.7,457.48,27.77,33.51,188.79,3.94,775.3,1,43,Open
02-11-2024 10:10,24.13,46.91,609.24,25.48,20.27,255.76,0.56,600.28,1,45,Open
02-11-2024 10:15,20.09,64.12,,56.04,75.37,85.44,3.43,580.33,0,48,Open
02-11-2024 10:20,20.19,40.44,451.95,25.43,61.51,278.08,3.2,450.83,1,28,Closed
02-11-2024 10:25,22.46,44.08,844.22,24.85,76.67,378.2,3.06,920.17,1,34,Closed
02-11-2024 10:30,25.54,64.56,439.74,40.33,74.93,200.28,0.3,302.96,1,10,Closed
02-11-2024 10:35,18.04,31.41,778.61,16.54,95.16,193.13,0.42,950.71,0,34,Closed
02-11-2024 10:40,18.44,40.95,723.11,52.65,86.25,180.19,3.42,311.18,1,40,Open
02-11-2024 10:45,26.7,59.29,506.64,9.3,73.82,170.32,2.6,988.15,1,29,Open
02-11-2024 10:50,26.14,51.69,556.78,22.52,96.13,265.14,2.21,793.37,0,2,Closed
02-11-2024 10:55,24.95,52.75,740.4,31.52,77.23,279.58,2.07,909.1,1,43,Open
02-11-2024 11:00,23,43.24,882.25,67.86,15.5,171.34,4.75,562.51,1,37,Closed
02-11-2024 11:05,19.45,52.49,409.55,42.77,60.74,348.46,4.59,192.58,1,,Closed
02-11-2024 11:10,19.02,42.73,746.31,29.56,60.51,91.25,3.18,470.42,0,1,Closed
02-11-2024 11:15,27.05,32.68,688.97,27.01,44.37,86.53,4.79,536.67,1,22,Closed
02-11-2024 11:20,21.83,30.52,965.12,53.53,,403.56,0.14,580.06,0,17,Closed
02-11-2024 11:25,24.96,41.28,661.57,68.81,,88.91,2.99,344.19,1,3,Closed
02-11-2024 11:30,22.56,54.42,946.13,14.6,96.11,195.72,3.35,836.44,0,33,Open
02-11-2024 11:35,25.31,38.17,850.5,60.55,58.48,389.48,1.5,481.27,1,17,Closed
02-11-2024 11:40,19.93,57.21,694.06,59.61,32.11,252.61,1.15,208.99,0,11,Open
02-11-2024 11:45,22.85,48.15,424.99,71.15,76.14,73.25,1.86,519.91,1,47,Closed
02-11-2024 11:50,21.77,55.48,944.09,49.02,89.63,465.26,0.34,279.2,1,30,Open
02-11-2024 11:55,20.45,47.39,963,52.7,21.08,183.52,4.96,492.87,1,30,Closed
02-11-2024 12:00,23.98,61.89,781.91,33.23,78.67,128.95,1.85,503.18,1,19,Closed
02-11-2024 12:05,23.37,33.32,954.07,13.67,30.51,311.29,0.19,695.26,0,2,Open
02-11-2024 12:10,22.96,32.83,653.93,41.61,12.26,209.34,3.26,837.68,1,6,Closed
02-11-2024 12:15,23.91,68.27,,49.29,77.14,255.2,1.65,393.83,1,27,Closed
02-11-2024 12:20,19.43,42.43,435.14,67.49,96.57,213.88,2.11,305.08,0,26,Closed
02-11-2024 12:25,21.71,,860.93,63.7,91.4,474.78,4.3,783.42,0,47,Closed
02-11-2024 12:30,21.25,58.01,583.1,42.25,33.61,322.24,2.21,426.71,1,18,Open
02-11-2024 12:35,25.69,58.65,955.22,17.63,11.88,290.46,3.22,340.89,0,48,Closed
02-11-2024 12:40,18.36,37.44,568.11,56.34,58.11,127.22,4.23,669.67,1,43,Closed
02-11-2024 12:45,20.82,35.23,672.07,64.56,69.9,221.59,4.61,345.65,1,35,Open
02-11-2024 12:50,27.18,62.72,658.23,34.83,36.58,86.33,2.48,658.73,1,9,Closed
02-11-2024 12:55,21,66.46,967.23,55.22,28.59,441.33,0.15,,1,13,Closed
02-11-2024 13:00,19.52,39.79,878.51,42.36,68.56,462.21,1.94,459.75,0,3,Open
02-11-2024 13:05,25.57,36.58,544.84,32.19,75.17,319.48,0.82,803.62,0,13,Open
02-11-2024 13:10,18.48,57.92,774.87,55.77,98.02,498.62,1.1,820.99,1,31,Closed
02-11-2024 13:15,22.26,56.69,867.59,6.95,92.12,,4.27,276.3,0,0,Open
02-11-2024 13:20,26.55,56.75,867.75,67.26,39.78,409.15,0.42,770.38,0,,Open
02-11-2024 13:25,27.54,58.81,488.93,67.1,28.94,224.36,4.1,711.51,1,1,Closed
02-11-2024 13:30,20.49,59.3,783.47,33.99,79.87,210.63,4.01,746.76,1,7,Open
02-11-2024 13:35,20.96,61.25,677.5,19.59,19.04,305.63,1.29,585.35,0,45,Closed
02-11-2024 13:40,23.67,32.6,408.04,26.25,36.47,155.08,2.55,875.27,0,40,Open
02-11-2024 13:45,20.27,68.8,508.08,51.12,60.75,167.47,2.94,964.89,0,30,Closed
02-11-2024 13:50,19.51,46.14,886.72,44.55,89.18,228.67,2.49,263.08,0,,Open
02-11-2024 13:55,22.26,44.77,557.31,19.91,21.78,248.81,0.88,296.48,1,6,Closed
02-11-2024 14:00,18.72,39.8,925.63,53.59,28.33,466.85,3.14,168.61,1,46,Closed
02-11-2024 14:05,26.94,38.98,434.79,47.43,14.16,338.93,4.68,,1,38,Closed
02-11-2024 14:10,21.34,50.44,513.7,33.1,36.7,485.27,4.11,950.67,1,26,Closed
02-11-2024 14:15,21.36,50.46,969.87,72.02,37.65,407.51,1.03,302.55,1,22,Closed
02-11-2024 14:20,25.91,39.01,404.98,49.8,64.9,402.44,4.97,438.96,1,33,
02-11-2024 14:25,21.42,49.15,932.67,57.8,89.78,456.98,4.16,758.64,1,8,Closed
02-11-2024 14:30,25.61,51.74,557.02,12.73,47.17,135.47,0.37,723.57,0,3,Closed
02-11-2024 14:35,19.81,44.19,851.94,6.97,50.9,95.8,0.11,455.31,0,30,Closed
02-11-2024 14:40,23.29,60.04,495.46,34.26,90.35,188.05,1.76,591.45,0,21,Closed
02-11-2024 14:45,25.69,61.34,503.45,71.07,43.59,230.93,4.1,306.11,0,44,Open
02-11-2024 14:50,22.5,36.74,897.99,44.19,83.23,441.84,3.3,531.58,1,12,Closed
02-11-2024 14:55,18.72,55.38,560.87,51.47,50.55,79.48,2.76,791.23,1,40,Open
02-11-2024 15:00,25.37,57.3,776.43,12.92,16.19,275.14,4.2,745.93,1,18,Closed
02-11-2024 15:05,22.94,69.93,505.09,48.91,89.35,465.88,1.58,587.04,1,21,Open
02-11-2024 15:10,21.16,63.23,815.02,22.5,68.13,300.51,4.86,833.27,0,24,Open
02-11-2024 15:15,27.93,65.13,432.55,8.38,72.89,300.38,4.77,919.04,1,44,Open
02-11-2024 15:20,26.76,60.49,695.57,69.34,14.34,287.81,0.19,935.99,1,23,Closed
02-11-2024 15:25,18.38,51.62,572.53,26.79,83.47,447.8,1.04,617.43,1,39,Open
02-11-2024 15:30,23.94,47.92,512.73,21.05,21.99,225.29,,270.45,1,28,Open
02-11-2024 15:35,,46.48,416.14,17.27,52.09,132.07,4.15,973.03,0,18,Closed
02-11-2024 15:40,,62.96,541.97,48.17,53.91,257.49,1.6,528.99,0,4,Open
02-11-2024 15:45,18.11,44.22,722.66,67.94,28.42,166.53,3.69,585.41,1,42,Open
02-11-2024 15:50,23.84,56.85,609.83,41.3,56.13,51.4,3.38,317.82,0,26,Open
02-11-2024 15:55,21.2,45.79,728.56,9.36,91.28,312.67,1.3,744.05,1,28,Open
02-11-2024 16:00,25.03,30.02,872.41,56.09,72.77,448.96,1.62,987.93,0,42,Open
02-11-2024 16:05,22.54,44.42,917.16,54.44,59.08,354.04,3.89,256.58,1,20,Open
02-11-2024 16:10,25.66,35.18,575.92,73.87,74.65,355.44,1.33,214.12,1,24,Open
02-11-2024 16:15,26.13,31.15,588.55,32.06,39.02,108.14,4.91,442,1,24,Open
02-11-2024 16:20,24.57,38.37,865.21,8.06,90.12,146.4,,990.71,1,40,Closed
02-11-2024 16:25,,69.69,892.94,27.32,92.31,364.18,4.97,270.47,1,27,Closed
02-11-2024 16:30,27.88,35.52,721.73,63.14,60.34,444.74,0.81,384.38,1,3,Open
02-11-2024 16:35,21.07,57.25,918.39,51.63,25.23,74.75,1.97,248.63,0,23,Closed
02-11-2024 16:40,23.15,69.06,410.46,52.75,96.39,381.4,1.39,357.75,0,13,Closed
02-11-2024 16:45,23.2,52.81,523.56,14.96,54.91,202.25,3.71,975.73,1,22,Open
02-11-2024 16:50,22.28,66.09,787.13,68.41,40.29,265.38,2.24,854.52,1,20,Open
02-11-2024 16:55,19.21,51.7,929.51,38.9,10.13,368.58,2.83,655.84,1,3,Open
02-11-2024 17:00,,45.83,514.67,57.97,43.45,148.06,3.12,106.35,1,0,Closed
02-11-2024 17:05,20.15,50.85,714.28,67.19,93.98,,4.18,803.71,0,46,Open
02-11-2024 17:10,27,38.04,849.41,62.15,30.44,175.13,0.58,711.58,0,7,Open
02-11-2024 17:15,24.55,63,473.36,35.71,76.37,358.16,2.55,212.23,0,,Closed
02-11-2024 17:20,20.88,34.47,818.63,55.14,69.44,346.07,4.32,344.75,0,35,Closed
02-11-2024 17:25,23.66,32.65,807.28,14.74,69.69,141.88,1.79,563.31,1,27,Closed
02-11-2024 17:30,26.53,64.87,516.76,62.26,67.57,285.33,3.35,446.81,1,35,Open
02-11-2024 17:35,27.34,61.82,841.16,66.99,93.33,103.01,1.61,,1,,Open
02-11-2024 17:40,18.75,63.92,,18.78,49.51,433.51,4.01,682.52,1,4,Closed
02-11-2024 17:45,25.87,30.21,594.05,11.85,57.65,103.83,1.64,933.64,1,26,Closed
02-11-2024 17:50,27.66,41.05,610.76,33.06,30.84,109.81,3.85,178.41,0,31,Closed
02-11-2024 17:55,22.67,38.86,649.63,43.5,90.97,167.4,3.91,122.63,0,21,Open
02-11-2024 18:00,27.96,32.52,833.46,21,60.35,109.08,3.53,943.42,1,36,Open
02-11-2024 18:05,27.57,58.32,566.04,46.21,52.76,,2.27,,1,18,Closed
02-11-2024 18:10,24.57,69.93,785.36,30.88,93.93,368.44,2.31,444.63,0,13,Open
02-11-2024 18:15,26.48,66.55,717.82,48.92,17.8,80.19,2.48,957.87,0,5,Open
02-11-2024 18:20,20.97,58.92,993.47,59.46,54.4,266.34,0.9,383,0,27,Closed
02-11-2024 18:25,27.17,31.15,934.61,11.27,76.75,75.45,2.65,484.13,1,27,Closed
02-11-2024 18:30,23.92,58.08,910.03,66.91,13.29,428.46,2.99,951.49,0,47,Closed
02-11-2024 18:35,23.1,54.27,451.37,7.41,26.15,261.89,0.37,165.52,1,10,Open
02-11-2024 18:40,,60.73,848.11,47.27,80.14,68.02,3.03,605.99,1,9,Closed
02-11-2024 18:45,26.89,68.75,654.5,29.71,75.2,165.88,4.41,276.23,1,19,Open
02-11-2024 18:50,25.01,60.06,896.69,44.35,39.23,467.49,3,535.61,0,16,Closed
02-11-2024 18:55,18.25,59.2,938.66,22.84,20.09,490.58,1.29,462.95,1,10,Closed
02-11-2024 19:00,23.97,59.76,462.94,50.01,96.85,232.57,3.42,751.98,0,22,Closed
02-11-2024 19:05,26.22,37.65,846.55,48.47,96.36,499.08,3.34,137.36,0,24,Open
02-11-2024 19:10,23.45,37,468.47,12.5,61,95.01,1.72,742.38,0,38,Closed
02-11-2024 19:15,27.35,67.1,475.46,7.72,83.02,171.04,2.02,342.59,1,21,Closed
02-11-2024 19:20,26.97,33.89,409.31,29.79,19.03,86.25,2.94,952.84,1,45,Closed
02-11-2024 19:25,23.3,67.59,957.01,57.42,77.03,389.91,4.16,110.42,1,14,Closed
02-11-2024 19:30,22.04,45.63,618.23,41.75,61.64,,2.19,948.91,0,43,Closed
02-11-2024 19:35,18.55,30.41,521.06,56.32,23.76,295.06,3.7,515.44,1,37,Open
02-11-2024 19:40,24.33,47.25,728.59,35.49,67.32,219.45,3.65,717.4,0,11,Closed
02-11-2024 19:45,20.66,55.38,524.12,17.01,18.25,382.78,2.86,380.73,1,14,Open
02-11-2024 19:50,24.68,54.35,696.65,21.62,43.71,267.55,4.77,502.39,1,44,Closed
02-11-2024 19:55,25.99,38.48,951.79,5.79,44.6,490.74,4.59,841.05,1,16,Closed
02-11-2024 20:00,22.09,49.07,762.21,47.51,58.46,259.41,4.58,765.97,0,39,Open
02-11-2024 20:05,18.16,51.65,997.16,42.45,76.51,85.21,1.74,606.59,0,15,Closed
02-11-2024 20:10,26.65,40.1,533.35,66.52,33.59,389.46,3.94,499.04,1,3,Open
02-11-2024 20:15,23.49,42.69,627.4,39.98,77.76,252.42,3.83,574.03,1,41,Open
02-11-2024 20:20,21.15,54.87,972.24,30.7,98.5,234.84,2.29,339.12,1,20,Closed
02-11-2024 20:25,24.34,49.64,896.44,22.44,66.42,56.17,4.32,801.21,1,43,Closed
02-11-2024 20:30,24.74,39.45,939.64,25.92,58.89,470.35,0.36,528.26,1,3,Closed
02-11-2024 20:35,19.47,63.99,592.38,29.96,53.76,326.04,4.07,280.51,1,32,Closed
02-11-2024 20:40,24.46,53.53,911.13,52.59,56.27,237.52,0.82,901.58,1,1,Open
02-11-2024 20:45,20.87,69.61,910.21,22.36,43.82,272.72,3.89,497.55,0,6,Closed
02-11-2024 20:50,26.04,47.5,682.45,39.32,46.62,359.94,4.95,618.12,1,20,Open
02-11-2024 20:55,27.42,52,496.29,53.04,25.32,136.66,3.03,822,0,41,Open
02-11-2024 21:00,19.03,34.13,977.22,37.95,39.41,187.03,3.81,216.64,1,3,Closed
02-11-2024 21:05,27.17,43.07,834.53,7.04,59.5,364.11,0.17,778.71,0,36,Open
02-11-2024 21:10,27.03,66.47,743.34,13.48,95.24,440.89,3.23,479.52,1,13,Open
02-11-2024 21:15,21.43,57.98,,32.23,81.63,400.59,3.75,551.36,0,46,Open
02-11-2024 21:20,18.29,32.6,570.48,57.93,53.27,452.58,0.55,494.6,0,43,Closed
02-11-2024 21:25,24.63,58.52,841.42,47.26,,366.07,4.14,164.98,1,29,Closed
02-11-2024 21:30,,48.38,713.28,43.7,35.72,476.13,1.47,956.01,1,43,Closed
02-11-2024 21:35,19.92,63.09,503.68,64.21,77.33,145.72,3.42,716.04,0,32,Open
02-11-2024 21:40,19.09,52.91,750.61,43.3,73.97,489,2.84,821.27,0,9,Open
02-11-2024 21:45,19.96,69.73,627.13,46.05,53.14,474.83,4.58,750.47,0,11,Closed
02-11-2024 21:50,20.37,42.74,781.15,48.65,63.66,316.59,0.12,296.21,1,4,Closed
02-11-2024 21:55,25.96,59.06,975.73,71.97,66.42,340,4.47,554.15,1,42,Closed
02-11-2024 22:00,25.84,43.18,591.78,53.71,42.63,111.76,0.37,575.64,0,45,Open
02-11-2024 22:05,22.94,49.7,832.66,29.5,49.16,176.35,1.55,236.12,0,12,Closed
02-11-2024 22:10,23.53,64.52,817.8,39.03,40.56,159.84,1.01,891.1,1,49,Open
02-11-2024 22:15,27.18,51.28,431.5,25.84,,208.23,2.53,160.99,0,14,Open
02-11-2024 22:20,27.08,,526.42,28.95,20.13,159.74,2.72,951.57,0,22,Open
02-11-2024 22:25,26.29,61.09,594.44,13.7,44.72,136.86,3.31,754.05,0,9,Closed
02-11-2024 22:30,21.74,60.17,423.6,56.34,88.88,163.9,2.63,329.25,1,25,Closed
02-11-2024 22:35,21.67,62.98,742.91,37.39,13.55,176.32,2.78,491.69,1,44,Open
02-11-2024 22:40,26.88,53.24,746.11,23.61,72.81,484.97,2.68,135.82,0,43,Open
02-11-2024 22:45,27.27,51.86,693.19,45.37,29.61,205.62,4.76,956.99,0,1,Open
02-11-2024 22:50,25.98,65.51,950.75,13.86,50.16,271,3.94,342.44,1,30,Open
02-11-2024 22:55,25.57,66.96,869.24,49.38,13.05,185.9,1.73,994.28,1,31,Closed
02-11-2024 23:00,23.58,35.17,811.04,69.27,72.62,187.62,0.81,647.23,1,7,Closed
02-11-2024 23:05,21.38,47.99,672.22,56.8,35.21,156.04,3.37,928.35,0,42,Open
02-11-2024 23:10,20.41,32.23,737.25,23.33,37.76,269.55,2.28,273.21,0,42,Closed
02-11-2024 23:15,19.4,35.4,797.12,28.72,30.37,180.62,2.5,981.3,1,49,Open
02-11-2024 23:20,25.28,41.1,485.38,54.93,24.79,248.51,2.71,798.38,1,16,Closed
02-11-2024 23:25,25.77,42.57,953.12,35.03,47.45,167.02,0.99,441.92,1,42,Closed
02-11-2024 23:30,21.59,53.91,576.56,45.14,35.42,390.6,1.41,589.79,0,12,Open
02-11-2024 23:35,18.06,51.26,600.9,34.64,69.89,325.95,4.31,654.44,1,38,Open
02-11-2024 23:40,27.39,32.12,850.7,24.22,38.49,332.54,2.58,379.75,1,39,Open
02-11-2024 23:45,22.37,30.28,555.59,50.16,27.73,299.76,1.51,448.39,1,16,Open
02-11-2024 23:50,27.75,62.54,824.68,69.96,61.63,164.18,0.25,189.92,1,38,Open
02-11-2024 23:55,24.77,34.23,518.47,51.18,41.88,59.39,4.18,105.42,1,6,Closed
03-11-2024 00:00,19.24,36.57,454.98,13.82,61.71,493.2,4.42,723.71,0,24,Closed
03-11-2024 00:05,21.27,67.25,836.89,10.81,70.67,448.52,2.15,676.8,,7,Open
03-11-2024 00:10,24.57,63.92,404.28,34.95,97.06,275.51,4.14,956.74,0,47,Open
03-11-2024 00:15,24.49,67.8,711.33,38.52,51.36,405.53,2.42,499.41,1,26,Closed
03-11-2024 00:20,20.32,64.52,951.64,74.08,73.28,372.29,3.48,184.46,0,3,Open
03-11-2024 00:25,19.77,64.74,659.56,58.71,88.33,307.84,1.7,589.81,1,42,Closed
03-11-2024 00:30,20.77,39.4,802.52,43.07,52.22,318.65,4.28,139.79,0,48,Closed
03-11-2024 00:35,25.87,61.43,454.92,20.72,11.12,402.78,1.06,724.14,1,41,Closed
03-11-2024 00:40,20.42,45.7,942.32,70.64,93.66,340.1,0.19,507.45,1,6,Open
03-11-2024 00:45,25.02,66.12,500.81,36.6,72.59,372.94,1.46,778.5,1,30,Open
03-11-2024 00:50,26.7,49.28,579.8,41.99,53.14,136.09,4.64,,0,10,Open
03-11-2024 00:55,21.92,61.98,810.46,34.52,23.35,302.6,0.92,752.56,1,4,Closed
03-11-2024 01:00,18.07,68.88,744.13,30.33,36.47,409.44,2.66,625.36,0,31,Open
03-11-2024 01:05,19.42,67.26,870.87,64.9,11.83,331.37,4.72,282.11,1,13,Open
03-11-2024 01:10,21.12,39.97,,22.56,98.46,369.09,0.37,813.54,1,45,Closed
03-11-2024 01:15,19.9,52.19,411.79,27.82,83.99,277.58,3.59,481.7,0,4,Closed
03-11-2024 01:20,20.9,43.13,630.73,,52.57,170.68,1.05,481.81,1,30,Open
03-11-2024 01:25,23.44,49.54,677.98,62,36.66,95.05,2.17,196.38,1,22,Open
03-11-2024 01:30,18.21,32.78,456.43,63.92,,402.71,2.93,278.48,1,12,Open
03-11-2024 01:35,18.64,47.24,615.9,18.47,35.56,296.5,4.4,815.35,0,43,Closed
03-11-2024 01:40,26.56,53.12,935.55,61.15,73.61,293.35,3.46,767.74,1,42,Open
03-11-2024 01:45,23.22,56.33,545.98,28.62,50.37,316.67,2.44,368.47,1,,Open
03-11-2024 01:50,27.36,51.39,928.49,64.86,74.82,87.97,0.85,794.85,1,22,Open
03-11-2024 01:55,18.03,30.52,660.94,6.62,30.94,176.63,2.57,875.71,0,11,Open
03-11-2024 02:00,18,46.27,422.1,,,377.75,1.22,844.53,1,11,Closed
03-11-2024 02:05,25.4,52.56,700.52,30.01,89.52,425.53,0.18,422.1,0,17,Closed
03-11-2024 02:10,22.76,67.25,684.53,69.61,46.3,141.39,3.58,298.3,1,13,Closed
03-11-2024 02:15,27.14,67.39,726.47,48.32,61.66,470.39,3.28,238.62,0,48,Closed
03-11-2024 02:20,25.87,35.22,574.84,61.43,10.88,95.42,4.18,316.5,0,49,Closed
03-11-2024 02:25,23.04,53.38,599.17,54.39,45.69,166.78,3.79,315.58,0,21,Closed
03-11-2024 02:30,22.79,45.76,605.94,58.35,96.2,385.91,0.52,346.3,1,14,
03-11-2024 02:35,26.11,61.51,963.01,41.49,23.59,414.65,3.97,807.19,1,39,Open
03-11-2024 02:40,26.04,67.57,590.56,67.98,12.67,445.29,3.41,547.73,1,40,Open
03-11-2024 02:45,20.77,52.62,703.7,62.16,62.6,328.39,4.29,975.41,0,28,Closed
03-11-2024 02:50,24.75,56.91,715.92,27.68,97.34,131.72,4.22,603.08,1,12,Open
03-11-2024 02:55,24.43,69.12,491.17,69.92,78.83,251.37,3.45,577.42,1,4,Open
03-11-2024 03:00,26.56,54.47,970.91,18.35,62.57,389.91,2.08,863.41,1,27,Open
03-11-2024 03:05,26.69,60.48,704.41,19.82,49.41,338.49,4.1,161.42,1,13,Closed
03-11-2024 03:10,20.68,48.26,739.58,36.74,97.51,77.17,2.8,158.11,0,39,Closed
03-11-2024 03:15,26.8,55.61,817.48,38.2,61.72,330.88,,922.29,1,28,Open
03-11-2024 03:20,27.25,64.53,438.78,20.65,14.23,346.88,2.47,601.45,1,19,Open
03-11-2024 03:25,,64.45,770.03,68.08,16.61,363.45,4.05,977.31,1,12,Open
03-11-2024 03:30,23.74,53.19,635.44,39.35,69.84,176.85,3.36,259.16,,27,Closed
03-11-2024 03:35,22.36,69.56,636.09,36.77,35.91,235.62,1.51,716.62,0,49,Open
03-11-2024 03:40,22.02,47.51,981.98,44.73,24.71,431.15,,875.74,1,17,Closed
03-11-2024 03:45,25.05,42.09,934.36,9.42,57.63,330.79,3.14,640.41,1,10,Closed
03-11-2024 03:50,19.3,48.11,923.1,30.32,,462.84,4.72,362.87,0,4,Closed
03-11-2024 03:55,26.2,50.1,928.57,9.98,20.74,100.58,2.63,665.77,1,19,Closed
03-11-2024 04:00,18.27,66.69,752.89,49.91,81.89,226.97,3,866.1,1,7,Closed
