Temperature (?C),Humidity (%),Light Intensity (lux),year,month,day,day_of_week,hour,minute,quarter,week_of_year,is_weekend
20.14,61.87,350.18,2024,12,17,1,8,25,4,51,False
22.05,41.73,503.36,2024,12,17,1,8,30,4,51,False
21.66,69.25,906.32,2024,12,17,1,8,35,4,51,False
20.38,37.37,364.31,2024,12,17,1,8,40,4,51,False
26.5,69.29,343.89,2024,12,17,1,8,45,4,51,False
20.8,47.1,334.52,2024,12,17,1,8,50,4,51,False
23.93,38.34,402.8,2024,12,17,1,8,55,4,51,False
22.79,49.2,157.0,2024,12,17,1,9,0,4,51,False
27.23,65.99,347.47,2024,12,17,1,9,5,4,51,False
24.29,53.29,538.65,2024,12,17,1,9,10,4,51,False
21.32,46.92,893.7,2024,12,17,1,9,15,4,51,False
24.39,39.1,149.31,2024,12,17,1,9,20,4,51,False
21.19,47.58,619.29,2024,12,17,1,9,25,4,51,False
18.91,44.0,175.27,2024,12,17,1,9,30,4,51,False
22.85,46.71,811.02,2024,12,17,1,9,35,4,51,False
26.6,40.33,708.76,2024,12,17,1,9,40,4,51,False
27.09,56.75,800.71,2024,12,17,1,9,45,4,51,False
23.44,62.47,217.27,2024,12,17,1,9,50,4,51,False
25.0,31.54,215.91,2024,12,17,1,9,55,4,51,False
24.11,52.59,547.47,2024,12,17,1,10,0,4,51,False
26.11,48.95,671.04,2024,12,17,1,10,5,4,51,False
19.03,35.81,263.35,2024,12,17,1,10,10,4,51,False
22.01,39.31,396.38,2024,12,17,1,10,15,4,51,False
20.53,43.24,403.98,2024,12,17,1,10,20,4,51,False
18.07,51.34,456.35,2024,12,17,1,10,25,4,51,False
26.3,36.72,165.39,2024,12,17,1,10,30,4,51,False
19.34,65.67,335.73,2024,12,17,1,10,35,4,51,False
21.23,46.94,334.45,2024,12,17,1,10,40,4,51,False
26.67,62.94,853.13,2024,12,17,1,10,45,4,51,False
25.21,48.6,729.93,2024,12,17,1,10,50,4,51,False
23.68,68.4,884.08,2024,12,17,1,10,55,4,51,False
21.1,63.44,562.28,2024,12,17,1,11,0,4,51,False
23.15,66.22,726.09,2024,12,17,1,11,5,4,51,False
18.56,40.64,324.37,2024,12,17,1,11,10,4,51,False
25.27,62.64,773.75,2024,12,17,1,11,15,4,51,False
20.37,57.17,550.4351789883675,2024,12,17,1,11,20,4,51,False
22.79,50.88,163.12,2024,12,17,1,11,25,4,51,False
18.94,51.2,624.26,2024,12,17,1,11,30,4,51,False
25.11,49.22,719.15,2024,12,17,1,11,35,4,51,False
26.96,45.11,766.98,2024,12,17,1,11,40,4,51,False
22.56,64.28,506.45,2024,12,17,1,11,45,4,51,False
18.83,36.36,514.02,2024,12,17,1,11,50,4,51,False
27.45,68.37,918.3,2024,12,17,1,11,55,4,51,False
22.47,45.89,322.77,2024,12,17,1,12,0,4,51,False
18.8,46.6,246.37,2024,12,17,1,12,5,4,51,False
19.88,54.28,967.6,2024,12,17,1,12,10,4,51,False
19.2,37.66,372.81,2024,12,17,1,12,15,4,51,False
19.98,33.49,203.66,2024,12,17,1,12,20,4,51,False
19.56,66.8,926.85,2024,12,17,1,12,25,4,51,False
27.23,61.85,437.47,2024,12,17,1,12,30,4,51,False
20.09,35.81,458.75,2024,12,17,1,12,35,4,51,False
22.42,57.7,271.23,2024,12,17,1,12,40,4,51,False
25.3,65.31,258.14,2024,12,17,1,12,45,4,51,False
24.77,66.79,656.25,2024,12,17,1,12,50,4,51,False
22.995822802039598,62.6,767.93,2024,12,17,1,12,55,4,51,False
27.66,51.03,516.9,2024,12,17,1,13,0,4,51,False
23.71,50.043729282057186,754.98,2024,12,17,1,13,5,4,51,False
25.52,38.44,126.37,2024,12,17,1,13,10,4,51,False
21.86,50.81,191.57,2024,12,17,1,13,15,4,51,False
22.29,50.29,908.38,2024,12,17,1,13,20,4,51,False
19.04,45.04,189.05,2024,12,17,1,13,25,4,51,False
24.73,31.6,503.82,2024,12,17,1,13,30,4,51,False
20.71,56.42,787.36,2024,12,17,1,13,35,4,51,False
18.8,45.4,613.12,2024,12,17,1,13,40,4,51,False
18.98,48.55,953.02,2024,12,17,1,13,45,4,51,False
25.22,69.25,552.57,2024,12,17,1,13,50,4,51,False
20.29,53.54,653.22,2024,12,17,1,13,55,4,51,False
25.7,64.3,553.55,2024,12,17,1,14,0,4,51,False
27.06,48.24,848.81,2024,12,17,1,14,5,4,51,False
21.41,67.64,140.72,2024,12,17,1,14,10,4,51,False
25.94,33.44,339.22,2024,12,17,1,14,15,4,51,False
22.29,49.91,893.8,2024,12,17,1,14,20,4,51,False
25.72,33.7,646.33,2024,12,17,1,14,25,4,51,False
21.07,64.0,763.43,2024,12,17,1,14,30,4,51,False
27.31,58.34,591.94,2024,12,17,1,14,35,4,51,False
27.87,32.53,833.92,2024,12,17,1,14,40,4,51,False
21.86,63.91,944.08,2024,12,17,1,14,45,4,51,False
19.99,46.46,362.92,2024,12,17,1,14,50,4,51,False
24.85,33.17,901.41,2024,12,17,1,14,55,4,51,False
23.84,41.4,206.63,2024,12,17,1,15,0,4,51,False
27.91,65.61,396.78,2024,12,17,1,15,5,4,51,False
26.12,65.52,968.99,2024,12,17,1,15,10,4,51,False
26.35,31.89,951.12,2024,12,17,1,15,15,4,51,False
25.26,44.95,803.08,2024,12,17,1,15,20,4,51,False
21.51,55.66,256.34,2024,12,17,1,15,25,4,51,False
27.36,65.12,429.66,2024,12,17,1,15,30,4,51,False
22.66,62.66,937.02,2024,12,17,1,15,35,4,51,False
21.99,50.13,928.55,2024,12,17,1,15,40,4,51,False
19.94,36.78,513.12,2024,12,17,1,15,45,4,51,False
21.04,35.03,958.86,2024,12,17,1,15,50,4,51,False
18.02,38.34,506.89,2024,12,17,1,15,55,4,51,False
24.6,44.66,144.29,2024,12,17,1,16,0,4,51,False
24.05,38.8,874.3,2024,12,17,1,16,5,4,51,False
22.03,54.87,678.76,2024,12,17,1,16,10,4,51,False
27.67,64.83,146.56,2024,12,17,1,16,15,4,51,False
24.93,50.043729282057186,948.14,2024,12,17,1,16,20,4,51,False
20.43,47.04,233.2,2024,12,17,1,16,25,4,51,False
21.79,31.6,176.39,2024,12,17,1,16,30,4,51,False
23.16,63.76,687.26,2024,12,17,1,16,35,4,51,False
23.45,68.6,689.79,2024,12,17,1,16,40,4,51,False
20.76,63.33,550.4351789883675,2024,12,17,1,16,45,4,51,False
20.49,68.49,123.74,2024,12,17,1,16,50,4,51,False
20.99,65.13,693.36,2024,12,17,1,16,55,4,51,False
27.63,38.61,219.79,2024,12,17,1,17,0,4,51,False
21.6,56.46,477.04,2024,12,17,1,17,5,4,51,False
21.74,51.32,376.93,2024,12,17,1,17,10,4,51,False
25.2,37.78,973.14,2024,12,17,1,17,15,4,51,False
19.63,63.65,362.21,2024,12,17,1,17,20,4,51,False
24.43,64.82,105.88,2024,12,17,1,17,25,4,51,False
24.66,38.62,118.39,2024,12,17,1,17,30,4,51,False
18.65,51.79,371.78,2024,12,17,1,17,35,4,51,False
19.9,31.92,755.98,2024,12,17,1,17,40,4,51,False
22.66,38.72,754.55,2024,12,17,1,17,45,4,51,False
26.35,49.42,680.4,2024,12,17,1,17,50,4,51,False
25.32,68.15,550.4351789883675,2024,12,17,1,17,55,4,51,False
26.73,46.78,978.83,2024,12,17,1,18,0,4,51,False
26.51,34.94,132.87,2024,12,17,1,18,5,4,51,False
23.12,38.91,417.72,2024,12,17,1,18,10,4,51,False
24.22,55.13,781.28,2024,12,17,1,18,15,4,51,False
27.21,67.14,437.64,2024,12,17,1,18,20,4,51,False
25.41,64.75,265.08,2024,12,17,1,18,25,4,51,False
21.58,63.7,659.42,2024,12,17,1,18,30,4,51,False
21.5,31.6,161.59,2024,12,17,1,18,35,4,51,False
21.67,53.49,857.64,2024,12,17,1,18,40,4,51,False
22.995822802039598,48.49,313.35,2024,12,17,1,18,45,4,51,False
21.62,51.99,478.64,2024,12,17,1,18,50,4,51,False
19.88,30.06,744.31,2024,12,17,1,18,55,4,51,False
23.95,49.69,505.38,2024,12,17,1,19,0,4,51,False
26.69,68.24,829.59,2024,12,17,1,19,5,4,51,False
22.93,47.4,328.97,2024,12,17,1,19,10,4,51,False
20.19,44.67,244.42,2024,12,17,1,19,15,4,51,False
26.13,69.34,698.76,2024,12,17,1,19,20,4,51,False
25.56,55.55,330.72,2024,12,17,1,19,25,4,51,False
25.0,45.44,395.28,2024,12,17,1,19,30,4,51,False
24.75,51.12,175.96,2024,12,17,1,19,35,4,51,False
25.82,50.043729282057186,403.84,2024,12,17,1,19,40,4,51,False
26.3,54.81,152.43,2024,12,17,1,19,45,4,51,False
26.98,57.68,331.42,2024,12,17,1,19,50,4,51,False
22.995822802039598,54.11,424.79,2024,12,17,1,19,55,4,51,False
21.94,42.12,301.25,2024,12,17,1,20,0,4,51,False
18.9,62.9,281.48,2024,12,17,1,20,5,4,51,False
25.22,64.71,600.5,2024,12,17,1,20,10,4,51,False
19.41,57.8,913.94,2024,12,17,1,20,15,4,51,False
26.69,50.043729282057186,710.61,2024,12,17,1,20,20,4,51,False
22.06,42.68,337.61,2024,12,17,1,20,25,4,51,False
26.76,50.44,446.65,2024,12,17,1,20,30,4,51,False
23.18,65.75,399.01,2024,12,17,1,20,35,4,51,False
22.53,41.32,806.44,2024,12,17,1,20,40,4,51,False
21.64,42.26,137.59,2024,12,17,1,20,45,4,51,False
18.61,33.76,101.2,2024,12,17,1,20,50,4,51,False
18.12,58.26,364.21,2024,12,17,1,20,55,4,51,False
23.09,53.3,115.45,2024,12,17,1,21,0,4,51,False
27.01,67.48,999.37,2024,12,17,1,21,5,4,51,False
23.86,69.55,837.08,2024,12,17,1,21,10,4,51,False
26.62,33.95,363.77,2024,12,17,1,21,15,4,51,False
28.0,41.39,452.54,2024,12,17,1,21,20,4,51,False
19.79,38.97,918.16,2024,12,17,1,21,25,4,51,False
24.6,54.83,875.71,2024,12,17,1,21,30,4,51,False
22.17,38.96,871.42,2024,12,17,1,21,35,4,51,False
20.09,67.4,384.34,2024,12,17,1,21,40,4,51,False
20.41,55.91,460.12,2024,12,17,1,21,45,4,51,False
20.45,49.58,564.03,2024,12,17,1,21,50,4,51,False
25.3,56.74,289.37,2024,12,17,1,21,55,4,51,False
21.55,69.33,945.94,2024,12,17,1,22,0,4,51,False
20.56,48.14,585.08,2024,12,17,1,22,5,4,51,False
26.86,43.53,584.32,2024,12,17,1,22,10,4,51,False
18.34,43.23,320.47,2024,12,17,1,22,15,4,51,False
25.36,40.2,659.6,2024,12,17,1,22,20,4,51,False
27.61,48.12,659.65,2024,12,17,1,22,25,4,51,False
24.26,56.78,991.42,2024,12,17,1,22,30,4,51,False
23.48,68.09,282.25,2024,12,17,1,22,35,4,51,False
18.61,42.2,482.33,2024,12,17,1,22,40,4,51,False
23.03,44.2,457.19,2024,12,17,1,22,45,4,51,False
21.61,68.66,169.39,2024,12,17,1,22,50,4,51,False
25.78,32.37,260.99,2024,12,17,1,22,55,4,51,False
26.12,69.44,807.51,2024,12,17,1,23,0,4,51,False
19.68,44.19,604.23,2024,12,17,1,23,5,4,51,False
23.22,54.6,799.65,2024,12,17,1,23,10,4,51,False
26.6,42.13,174.09,2024,12,17,1,23,15,4,51,False
24.25,46.46,655.88,2024,12,17,1,23,20,4,51,False
22.81,38.77,124.32,2024,12,17,1,23,25,4,51,False
26.98,36.11,846.22,2024,12,17,1,23,30,4,51,False
27.66,50.043729282057186,243.39,2024,12,17,1,23,35,4,51,False
20.35,54.1,126.26,2024,12,17,1,23,40,4,51,False
19.83,33.33,801.29,2024,12,17,1,23,45,4,51,False
26.65,41.68,730.65,2024,12,17,1,23,50,4,51,False
20.43,62.38,137.63,2024,12,17,1,23,55,4,51,False
26.48,50.09,910.99,2024,12,18,2,0,0,4,51,False
21.01,58.61,766.84,2024,12,18,2,0,5,4,51,False
18.19,33.31,446.46,2024,12,18,2,0,10,4,51,False
22.22,45.47,169.21,2024,12,18,2,0,15,4,51,False
18.4,66.08,270.61,2024,12,18,2,0,20,4,51,False
20.08,48.88,527.06,2024,12,18,2,0,25,4,51,False
22.79,40.1,535.41,2024,12,18,2,0,30,4,51,False
18.38,31.6,728.88,2024,12,18,2,0,35,4,51,False
18.33,50.84,490.87,2024,12,18,2,0,40,4,51,False
19.55,58.05,837.56,2024,12,18,2,0,45,4,51,False
22.63,47.67,537.18,2024,12,18,2,0,50,4,51,False
27.74,35.3,771.7,2024,12,18,2,0,55,4,51,False
18.93,50.74,483.44,2024,12,18,2,1,0,4,51,False
24.22,47.74,373.55,2024,12,18,2,1,5,4,51,False
22.97,63.52,693.85,2024,12,18,2,1,10,4,51,False
18.6,63.16,902.35,2024,12,18,2,1,15,4,51,False
18.34,44.27,603.32,2024,12,18,2,1,20,4,51,False
20.22,46.53,386.94,2024,12,18,2,1,25,4,51,False
24.85,38.38,610.83,2024,12,18,2,1,30,4,51,False
27.62,40.74,508.63,2024,12,18,2,1,35,4,51,False
23.56,62.3,642.69,2024,12,18,2,1,40,4,51,False
18.46,67.84,836.31,2024,12,18,2,1,45,4,51,False
20.58,63.62,930.01,2024,12,18,2,1,50,4,51,False
27.42,42.17,787.39,2024,12,18,2,1,55,4,51,False
18.13,54.96,975.7,2024,12,18,2,2,0,4,51,False
24.02,50.96,536.36,2024,12,18,2,2,5,4,51,False
19.79,53.28,772.75,2024,12,18,2,2,10,4,51,False
18.66,36.26,598.82,2024,12,18,2,2,15,4,51,False
20.54,64.91,951.36,2024,12,18,2,2,20,4,51,False
27.37,51.28,496.27,2024,12,18,2,2,25,4,51,False
22.995822802039598,47.57,260.38,2024,12,18,2,2,30,4,51,False
19.71,51.73,271.77,2024,12,18,2,2,35,4,51,False
18.66,58.99,411.73,2024,12,18,2,2,40,4,51,False
22.93,53.03,753.44,2024,12,18,2,2,45,4,51,False
18.53,57.37,586.32,2024,12,18,2,2,50,4,51,False
22.04,33.72,431.74,2024,12,18,2,2,55,4,51,False
26.0,42.08,940.63,2024,12,18,2,3,0,4,51,False
23.01,50.043729282057186,937.51,2024,12,18,2,3,5,4,51,False
26.97,58.92,818.9,2024,12,18,2,3,10,4,51,False
25.91,54.82,586.49,2024,12,18,2,3,15,4,51,False
23.55,33.03,555.17,2024,12,18,2,3,20,4,51,False
25.9,66.22,251.09,2024,12,18,2,3,25,4,51,False
18.95,50.043729282057186,688.7,2024,12,18,2,3,30,4,51,False
20.01,62.7,747.02,2024,12,18,2,3,35,4,51,False
25.0,68.63,200.73,2024,12,18,2,3,40,4,51,False
18.06,35.68,525.03,2024,12,18,2,3,45,4,51,False
18.05,56.7,187.45,2024,12,18,2,3,50,4,51,False
21.8,52.26,993.77,2024,12,18,2,3,55,4,51,False
26.67,35.94,388.06,2024,12,18,2,4,0,4,51,False
27.81,47.24,604.24,2024,12,18,2,4,5,4,51,False
24.5,33.12,783.17,2024,12,18,2,4,10,4,51,False
27.5,35.02,271.92,2024,12,18,2,4,15,4,51,False
26.48,32.74,566.82,2024,12,18,2,4,20,4,51,False
20.01,54.46,633.0,2024,12,18,2,4,25,4,51,False
22.04,55.65,700.08,2024,12,18,2,4,30,4,51,False
24.24,51.52,335.42,2024,12,18,2,4,35,4,51,False
19.51,56.38,951.6,2024,12,18,2,4,40,4,51,False
21.13,63.07,863.28,2024,12,18,2,4,45,4,51,False
25.56,38.92,214.23,2024,12,18,2,4,50,4,51,False
21.45,59.12,103.01,2024,12,18,2,4,55,4,51,False
27.26,34.9,218.73,2024,12,18,2,5,0,4,51,False
22.07,53.6,432.25,2024,12,18,2,5,5,4,51,False
20.2,62.42,469.15,2024,12,18,2,5,10,4,51,False
20.1,69.41,650.21,2024,12,18,2,5,15,4,51,False
24.87,52.04,669.94,2024,12,18,2,5,20,4,51,False
21.68,33.51,404.52,2024,12,18,2,5,25,4,51,False
20.37,47.36,168.4,2024,12,18,2,5,30,4,51,False
24.94,47.67,766.3,2024,12,18,2,5,35,4,51,False
22.21,50.15,690.79,2024,12,18,2,5,40,4,51,False
26.46,55.54,547.04,2024,12,18,2,5,45,4,51,False
23.49,63.13,952.45,2024,12,18,2,5,50,4,51,False
27.72,67.13,819.95,2024,12,18,2,5,55,4,51,False
21.74,63.79,927.15,2024,12,18,2,6,0,4,51,False
20.82,56.94,523.29,2024,12,18,2,6,5,4,51,False
24.45,33.33,362.48,2024,12,18,2,6,10,4,51,False
25.08,38.38,749.65,2024,12,18,2,6,15,4,51,False
18.17,50.043729282057186,416.21,2024,12,18,2,6,20,4,51,False
24.69,55.36,119.32,2024,12,18,2,6,25,4,51,False
19.81,63.93,380.84,2024,12,18,2,6,30,4,51,False
27.59,54.05,120.64,2024,12,18,2,6,35,4,51,False
23.76,61.12,778.52,2024,12,18,2,6,40,4,51,False
19.27,60.81,150.69,2024,12,18,2,6,45,4,51,False
18.53,64.48,396.91,2024,12,18,2,6,50,4,51,False
26.8,33.46,710.12,2024,12,18,2,6,55,4,51,False
26.51,66.31,849.87,2024,12,18,2,7,0,4,51,False
22.34,69.88,545.67,2024,12,18,2,7,5,4,51,False
18.87,39.16,878.47,2024,12,18,2,7,10,4,51,False
21.9,55.7,473.28,2024,12,18,2,7,15,4,51,False
25.61,32.05,959.42,2024,12,18,2,7,20,4,51,False
24.61,64.22,918.04,2024,12,18,2,7,25,4,51,False
26.65,34.71,843.96,2024,12,18,2,7,30,4,51,False
25.51,39.38,685.81,2024,12,18,2,7,35,4,51,False
21.3,53.67,721.03,2024,12,18,2,7,40,4,51,False
21.41,69.95,544.16,2024,12,18,2,7,45,4,51,False
24.48,64.6,830.54,2024,12,18,2,7,50,4,51,False
21.1,64.59,122.84,2024,12,18,2,7,55,4,51,False
26.68,59.7,284.64,2024,12,18,2,8,0,4,51,False
22.995822802039598,57.95,497.77,2024,12,18,2,8,5,4,51,False
22.89,38.22,444.77,2024,12,18,2,8,10,4,51,False
18.43,50.043729282057186,330.36,2024,12,18,2,8,15,4,51,False
19.18,34.11,574.47,2024,12,18,2,8,20,4,51,False
19.32,47.23,459.48,2024,12,18,2,8,25,4,51,False
21.44,60.16,679.22,2024,12,18,2,8,30,4,51,False
19.17,55.9,952.86,2024,12,18,2,8,35,4,51,False
22.57,57.32,902.94,2024,12,18,2,8,40,4,51,False
20.69,34.3,734.3,2024,12,18,2,8,45,4,51,False
20.72,46.45,347.21,2024,12,18,2,8,50,4,51,False
22.46,67.0,710.55,2024,12,18,2,8,55,4,51,False
26.54,64.67,940.42,2024,12,18,2,9,0,4,51,False
25.62,56.58,440.01,2024,12,18,2,9,5,4,51,False
26.84,53.95,963.14,2024,12,18,2,9,10,4,51,False
27.9,31.7,550.4351789883675,2024,12,18,2,9,15,4,51,False
18.11,59.88,672.83,2024,12,18,2,9,20,4,51,False
24.93,49.49,914.08,2024,12,18,2,9,25,4,51,False
19.2,43.53,266.43,2024,12,18,2,9,30,4,51,False
27.37,41.35,457.06,2024,12,18,2,9,35,4,51,False
20.27,45.42,558.14,2024,12,18,2,9,40,4,51,False
21.5,69.55,995.17,2024,12,18,2,9,45,4,51,False
27.79,34.41,772.19,2024,12,18,2,9,50,4,51,False
26.67,33.82,192.32,2024,12,18,2,9,55,4,51,False
18.47,38.35,750.38,2024,12,18,2,10,0,4,51,False
18.47,56.4,416.19,2024,12,18,2,10,5,4,51,False
26.19,39.42,324.82,2024,12,18,2,10,10,4,51,False
18.7,68.15,916.05,2024,12,18,2,10,15,4,51,False
26.52,33.49,162.53,2024,12,18,2,10,20,4,51,False
27.25,41.58,252.75,2024,12,18,2,10,25,4,51,False
18.24,52.44,559.74,2024,12,18,2,10,30,4,51,False
20.2,57.57,651.9,2024,12,18,2,10,35,4,51,False
18.23,58.51,432.47,2024,12,18,2,10,40,4,51,False
18.73,41.73,821.96,2024,12,18,2,10,45,4,51,False
23.34,42.31,588.79,2024,12,18,2,10,50,4,51,False
25.3,61.81,124.05,2024,12,18,2,10,55,4,51,False
22.79,61.98,243.84,2024,12,18,2,11,0,4,51,False
21.86,48.37,556.42,2024,12,18,2,11,5,4,51,False
20.07,68.62,717.98,2024,12,18,2,11,10,4,51,False
20.37,34.02,634.89,2024,12,18,2,11,15,4,51,False
23.82,49.3,352.31,2024,12,18,2,11,20,4,51,False
26.56,50.02,583.31,2024,12,18,2,11,25,4,51,False
22.05,48.96,729.4,2024,12,18,2,11,30,4,51,False
22.995822802039598,49.25,679.48,2024,12,18,2,11,35,4,51,False
18.52,55.06,994.54,2024,12,18,2,11,40,4,51,False
26.29,31.08,149.24,2024,12,18,2,11,45,4,51,False
21.39,66.04,222.56,2024,12,18,2,11,50,4,51,False
26.69,35.09,760.03,2024,12,18,2,11,55,4,51,False
27.19,59.93,412.55,2024,12,18,2,12,0,4,51,False
25.0,63.97,283.42,2024,12,18,2,12,5,4,51,False
21.55,50.86,813.06,2024,12,18,2,12,10,4,51,False
22.57,33.8,936.48,2024,12,18,2,12,15,4,51,False
23.52,30.86,845.16,2024,12,18,2,12,20,4,51,False
22.62,51.24,346.24,2024,12,18,2,12,25,4,51,False
25.91,30.94,638.87,2024,12,18,2,12,30,4,51,False
25.72,62.14,102.91,2024,12,18,2,12,35,4,51,False
18.13,44.54,947.12,2024,12,18,2,12,40,4,51,False
19.52,30.69,166.48,2024,12,18,2,12,45,4,51,False
21.64,46.75,571.77,2024,12,18,2,12,50,4,51,False
24.72,55.23,849.69,2024,12,18,2,12,55,4,51,False
20.3,67.4,538.7,2024,12,18,2,13,0,4,51,False
21.23,32.01,438.59,2024,12,18,2,13,5,4,51,False
22.62,35.41,293.95,2024,12,18,2,13,10,4,51,False
23.9,54.15,714.22,2024,12,18,2,13,15,4,51,False
27.02,44.94,127.61,2024,12,18,2,13,20,4,51,False
26.05,44.28,230.81,2024,12,18,2,13,25,4,51,False
21.59,38.86,901.13,2024,12,18,2,13,30,4,51,False
25.68,51.69,926.6,2024,12,18,2,13,35,4,51,False
26.33,56.24,316.15,2024,12,18,2,13,40,4,51,False
23.22,40.91,413.2,2024,12,18,2,13,45,4,51,False
20.96,64.36,631.44,2024,12,18,2,13,50,4,51,False
27.43,53.61,415.7,2024,12,18,2,13,55,4,51,False
27.62,59.72,266.71,2024,12,18,2,14,0,4,51,False
20.25,33.55,466.29,2024,12,18,2,14,5,4,51,False
25.85,30.36,673.24,2024,12,18,2,14,10,4,51,False
18.42,47.52,210.13,2024,12,18,2,14,15,4,51,False
18.02,38.53,706.74,2024,12,18,2,14,20,4,51,False
21.52,55.64,419.0,2024,12,18,2,14,25,4,51,False
22.63,60.13,550.4351789883675,2024,12,18,2,14,30,4,51,False
23.46,46.41,604.53,2024,12,18,2,14,35,4,51,False
21.78,57.48,314.53,2024,12,18,2,14,40,4,51,False
19.29,47.44,441.35,2024,12,18,2,14,45,4,51,False
21.45,64.95,408.24,2024,12,18,2,14,50,4,51,False
26.22,47.26,934.62,2024,12,18,2,14,55,4,51,False
21.36,39.3,330.52,2024,12,18,2,15,0,4,51,False
23.92,47.67,605.08,2024,12,18,2,15,5,4,51,False
24.81,44.33,599.15,2024,12,18,2,15,10,4,51,False
25.32,66.34,640.63,2024,12,18,2,15,15,4,51,False
22.88,35.12,398.04,2024,12,18,2,15,20,4,51,False
19.26,35.05,275.4,2024,12,18,2,15,25,4,51,False
27.01,53.48,803.66,2024,12,18,2,15,30,4,51,False
20.6,58.89,357.71,2024,12,18,2,15,35,4,51,False
21.39,64.37,110.39,2024,12,18,2,15,40,4,51,False
25.74,43.17,326.6,2024,12,18,2,15,45,4,51,False
25.64,50.95,318.76,2024,12,18,2,15,50,4,51,False
26.96,50.043729282057186,914.32,2024,12,18,2,15,55,4,51,False
18.34,43.61,550.4351789883675,2024,12,18,2,16,0,4,51,False
26.75,63.71,319.45,2024,12,18,2,16,5,4,51,False
25.92,35.07,850.82,2024,12,18,2,16,10,4,51,False
23.25,50.043729282057186,486.63,2024,12,18,2,16,15,4,51,False
19.59,42.34,603.08,2024,12,18,2,16,20,4,51,False
23.45,47.9,683.09,2024,12,18,2,16,25,4,51,False
22.995822802039598,50.15,498.59,2024,12,18,2,16,30,4,51,False
27.65,61.92,949.02,2024,12,18,2,16,35,4,51,False
25.09,65.05,550.4351789883675,2024,12,18,2,16,40,4,51,False
23.96,59.77,682.63,2024,12,18,2,16,45,4,51,False
26.13,34.66,812.12,2024,12,18,2,16,50,4,51,False
23.32,30.72,829.22,2024,12,18,2,16,55,4,51,False
18.6,66.66,725.79,2024,12,18,2,17,0,4,51,False
20.59,63.36,226.26,2024,12,18,2,17,5,4,51,False
27.82,30.32,550.4351789883675,2024,12,18,2,17,10,4,51,False
26.51,36.66,790.55,2024,12,18,2,17,15,4,51,False
27.27,65.49,721.33,2024,12,18,2,17,20,4,51,False
18.98,68.47,681.14,2024,12,18,2,17,25,4,51,False
22.995822802039598,31.76,985.13,2024,12,18,2,17,30,4,51,False
18.63,61.76,592.71,2024,12,18,2,17,35,4,51,False
26.22,31.17,297.15,2024,12,18,2,17,40,4,51,False
19.74,62.42,511.97,2024,12,18,2,17,45,4,51,False
22.1,30.57,300.27,2024,12,18,2,17,50,4,51,False
20.7,60.55,681.6,2024,12,18,2,17,55,4,51,False
27.3,33.67,457.16,2024,12,18,2,18,0,4,51,False
24.08,61.57,559.14,2024,12,18,2,18,5,4,51,False
26.0,63.51,613.63,2024,12,18,2,18,10,4,51,False
24.02,59.8,332.67,2024,12,18,2,18,15,4,51,False
24.13,55.85,937.37,2024,12,18,2,18,20,4,51,False
21.83,62.48,533.92,2024,12,18,2,18,25,4,51,False
20.39,42.21,802.89,2024,12,18,2,18,30,4,51,False
21.48,39.75,141.09,2024,12,18,2,18,35,4,51,False
20.95,36.33,686.7,2024,12,18,2,18,40,4,51,False
24.91,41.01,691.51,2024,12,18,2,18,45,4,51,False
22.23,42.04,365.2,2024,12,18,2,18,50,4,51,False
23.5,65.13,183.98,2024,12,18,2,18,55,4,51,False
22.995822802039598,39.07,135.05,2024,12,18,2,19,0,4,51,False
20.67,59.39,247.1,2024,12,18,2,19,5,4,51,False
22.24,46.9,693.9,2024,12,18,2,19,10,4,51,False
23.19,58.09,618.03,2024,12,18,2,19,15,4,51,False
18.54,63.23,152.73,2024,12,18,2,19,20,4,51,False
19.52,46.27,289.99,2024,12,18,2,19,25,4,51,False
18.64,33.88,270.89,2024,12,18,2,19,30,4,51,False
25.52,67.11,599.93,2024,12,18,2,19,35,4,51,False
21.0,33.04,160.25,2024,12,18,2,19,40,4,51,False
22.23,58.91,550.4351789883675,2024,12,18,2,19,45,4,51,False
24.72,67.7,546.38,2024,12,18,2,19,50,4,51,False
27.66,40.95,418.49,2024,12,18,2,19,55,4,51,False
26.11,36.22,216.23,2024,12,18,2,20,0,4,51,False
18.58,41.57,136.15,2024,12,18,2,20,5,4,51,False
21.06,31.12,766.48,2024,12,18,2,20,10,4,51,False
18.49,66.58,362.13,2024,12,18,2,20,15,4,51,False
18.62,50.043729282057186,945.63,2024,12,18,2,20,20,4,51,False
19.27,50.96,665.81,2024,12,18,2,20,25,4,51,False
21.21,32.85,106.22,2024,12,18,2,20,30,4,51,False
20.31,60.88,126.31,2024,12,18,2,20,35,4,51,False
21.52,47.55,264.77,2024,12,18,2,20,40,4,51,False
26.22,45.1,304.32,2024,12,18,2,20,45,4,51,False
25.98,45.85,194.49,2024,12,18,2,20,50,4,51,False
21.51,68.25,210.36,2024,12,18,2,20,55,4,51,False
24.6,34.47,864.58,2024,12,18,2,21,0,4,51,False
21.73,67.07,919.2,2024,12,18,2,21,5,4,51,False
21.86,52.48,305.44,2024,12,18,2,21,10,4,51,False
24.76,52.81,510.49,2024,12,18,2,21,15,4,51,False
21.84,41.87,903.12,2024,12,18,2,21,20,4,51,False
23.49,44.25,518.54,2024,12,18,2,21,25,4,51,False
